request_id,pickup_point,driver_id,status,request_timestamp,drop_timestamp,assigned_status,hour,dayofweek,timeslot,iscancelled
471,City,258.0,Cancelled,2016-07-11 09:22:00,,Assigned,9,Monday,Early Morning,1
4505,City,258.0,Cancelled,2016-07-14 09:09:00,,Assigned,9,Thursday,Early Morning,1
5876,City,258.0,Cancelled,2016-07-15 09:27:00,,Assigned,9,Friday,Early Morning,1
332,City,259.0,Cancelled,2016-07-11 07:40:00,,Assigned,7,Monday,Early Morning,1
1734,City,259.0,Cancelled,2016-07-12 08:25:00,,Assigned,8,Tuesday,Early Morning,1
3202,City,259.0,Cancelled,2016-07-13 09:41:00,,Assigned,9,Wednesday,Early Morning,1
4232,City,259.0,Cancelled,2016-07-14 05:55:00,,Assigned,5,Thursday,Early Morning,1
6608,Airport,259.0,Cancelled,2016-07-15 21:46:00,,Assigned,21,Friday,Night,1
1703,City,260.0,Cancelled,2016-07-12 08:05:00,,Assigned,8,Tuesday,Early Morning,1
3001,City,260.0,Cancelled,2016-07-13 07:15:00,,Assigned,7,Wednesday,Early Morning,1
3149,City,260.0,Cancelled,2016-07-13 08:55:00,,Assigned,8,Wednesday,Early Morning,1
4496,City,260.0,Cancelled,2016-07-14 09:02:00,,Assigned,9,Thursday,Early Morning,1
1591,City,261.0,Cancelled,2016-07-12 06:28:00,,Assigned,6,Tuesday,Early Morning,1
1876,City,261.0,Cancelled,2016-07-12 10:01:00,,Assigned,10,Tuesday,Morning,1
4169,City,261.0,Cancelled,2016-07-14 05:12:00,,Assigned,5,Thursday,Early Morning,1
4512,City,261.0,Cancelled,2016-07-14 09:15:00,,Assigned,9,Thursday,Early Morning,1
2895,City,262.0,Cancelled,2016-07-13 06:02:00,,Assigned,6,Wednesday,Early Morning,1
4330,City,262.0,Cancelled,2016-07-14 07:13:00,,Assigned,7,Thursday,Early Morning,1
4801,City,262.0,Cancelled,2016-07-14 16:59:00,,Assigned,16,Thursday,Afternoon,1
5787,City,262.0,Cancelled,2016-07-15 08:30:00,,Assigned,8,Friday,Early Morning,1
743,City,263.0,Cancelled,2016-07-11 15:37:00,,Assigned,15,Monday,Afternoon,1
3704,Airport,263.0,Cancelled,2016-07-13 19:47:00,,Assigned,19,Wednesday,Evening,1
485,City,264.0,Cancelled,2016-07-11 09:33:00,,Assigned,9,Monday,Early Morning,1
647,City,264.0,Cancelled,2016-07-11 12:37:00,,Assigned,12,Monday,Afternoon,1
1858,City,264.0,Cancelled,2016-07-12 09:54:00,,Assigned,9,Tuesday,Early Morning,1
4755,City,264.0,Cancelled,2016-07-14 15:17:00,,Assigned,15,Thursday,Afternoon,1
5769,City,264.0,Cancelled,2016-07-15 08:21:00,,Assigned,8,Friday,Early Morning,1
2988,City,265.0,Cancelled,2016-07-13 07:09:00,,Assigned,7,Wednesday,Early Morning,1
553,City,266.0,Cancelled,2016-07-11 10:09:00,,Assigned,10,Monday,Morning,1
676,City,266.0,Cancelled,2016-07-11 13:23:00,,Assigned,13,Monday,Afternoon,1
1516,City,266.0,Cancelled,2016-07-12 05:44:00,,Assigned,5,Tuesday,Early Morning,1
1763,City,266.0,Cancelled,2016-07-12 08:51:00,,Assigned,8,Tuesday,Early Morning,1
4144,City,266.0,Cancelled,2016-07-14 04:50:00,,Assigned,4,Thursday,Late Night,1
6541,Airport,266.0,Cancelled,2016-07-15 20:54:00,,Assigned,20,Friday,Evening,1
147,City,267.0,Cancelled,2016-07-11 05:26:00,,Assigned,5,Monday,Early Morning,1
2881,City,267.0,Cancelled,2016-07-13 05:58:00,,Assigned,5,Wednesday,Early Morning,1
2964,City,267.0,Cancelled,2016-07-13 06:48:00,,Assigned,6,Wednesday,Early Morning,1
4236,City,267.0,Cancelled,2016-07-14 05:53:00,,Assigned,5,Thursday,Early Morning,1
4447,City,267.0,Cancelled,2016-07-14 08:32:00,,Assigned,8,Thursday,Early Morning,1
4579,Airport,267.0,Cancelled,2016-07-14 10:04:00,,Assigned,10,Thursday,Morning,1
5720,City,267.0,Cancelled,2016-07-15 07:37:00,,Assigned,7,Friday,Early Morning,1
5820,City,267.0,Cancelled,2016-07-15 08:50:00,,Assigned,8,Friday,Early Morning,1
6487,Airport,267.0,Cancelled,2016-07-15 20:23:00,,Assigned,20,Friday,Evening,1
120,City,268.0,Cancelled,2016-07-11 05:04:00,,Assigned,5,Monday,Early Morning,1
1560,City,268.0,Cancelled,2016-07-12 06:06:00,,Assigned,6,Tuesday,Early Morning,1
4815,Airport,268.0,Cancelled,2016-07-14 17:18:00,,Assigned,17,Thursday,Evening,1
166,City,269.0,Cancelled,2016-07-11 05:41:00,,Assigned,5,Monday,Early Morning,1
1655,Airport,269.0,Cancelled,2016-07-12 07:27:00,,Assigned,7,Tuesday,Early Morning,1
1670,City,269.0,Cancelled,2016-07-12 07:36:00,,Assigned,7,Tuesday,Early Morning,1
3026,City,269.0,Cancelled,2016-07-13 07:29:00,,Assigned,7,Wednesday,Early Morning,1
3388,City,269.0,Cancelled,2016-07-13 14:36:00,,Assigned,14,Wednesday,Afternoon,1
5809,City,269.0,Cancelled,2016-07-15 08:48:00,,Assigned,8,Friday,Early Morning,1
6080,Airport,269.0,Cancelled,2016-07-15 14:17:00,,Assigned,14,Friday,Afternoon,1
1545,Airport,270.0,Cancelled,2016-07-12 06:01:00,,Assigned,6,Tuesday,Early Morning,1
3032,City,270.0,Cancelled,2016-07-13 07:33:00,,Assigned,7,Wednesday,Early Morning,1
3156,City,270.0,Cancelled,2016-07-13 09:00:00,,Assigned,9,Wednesday,Early Morning,1
4741,City,270.0,Cancelled,2016-07-14 14:52:00,,Assigned,14,Thursday,Afternoon,1
5582,City,270.0,Cancelled,2016-07-15 05:52:00,,Assigned,5,Friday,Early Morning,1
5677,City,270.0,Cancelled,2016-07-15 07:06:00,,Assigned,7,Friday,Early Morning,1
5989,Airport,270.0,Cancelled,2016-07-15 11:46:00,,Assigned,11,Friday,Morning,1
417,City,271.0,Cancelled,2016-07-11 08:42:00,,Assigned,8,Monday,Early Morning,1
1437,City,271.0,Cancelled,2016-07-12 04:42:00,,Assigned,4,Tuesday,Late Night,1
3063,City,271.0,Cancelled,2016-07-13 07:55:00,,Assigned,7,Wednesday,Early Morning,1
3100,City,271.0,Cancelled,2016-07-13 08:18:00,,Assigned,8,Wednesday,Early Morning,1
3148,City,271.0,Cancelled,2016-07-13 09:02:00,,Assigned,9,Wednesday,Early Morning,1
305,City,272.0,Cancelled,2016-07-11 07:17:00,,Assigned,7,Monday,Early Morning,1
1511,City,272.0,Cancelled,2016-07-12 05:40:00,,Assigned,5,Tuesday,Early Morning,1
2830,City,272.0,Cancelled,2016-07-13 05:19:00,,Assigned,5,Wednesday,Early Morning,1
2938,City,272.0,Cancelled,2016-07-13 06:33:00,,Assigned,6,Wednesday,Early Morning,1
346,City,273.0,Cancelled,2016-07-11 07:54:00,,Assigned,7,Monday,Early Morning,1
1684,City,274.0,Cancelled,2016-07-12 07:50:00,,Assigned,7,Tuesday,Early Morning,1
3027,City,274.0,Cancelled,2016-07-13 07:26:00,,Assigned,7,Wednesday,Early Morning,1
3017,Airport,274.0,Cancelled,2016-07-13 07:29:00,,Assigned,7,Wednesday,Early Morning,1
4926,Airport,274.0,Cancelled,2016-07-14 18:20:00,,Assigned,18,Thursday,Evening,1
2222,City,275.0,Cancelled,2016-07-12 18:03:00,,Assigned,18,Tuesday,Evening,1
2237,City,275.0,Cancelled,2016-07-12 18:19:00,,Assigned,18,Tuesday,Evening,1
4207,City,275.0,Cancelled,2016-07-14 05:30:00,,Assigned,5,Thursday,Early Morning,1
4223,City,275.0,Cancelled,2016-07-14 05:46:00,,Assigned,5,Thursday,Early Morning,1
4452,City,275.0,Cancelled,2016-07-14 08:34:00,,Assigned,8,Thursday,Early Morning,1
5632,City,275.0,Cancelled,2016-07-15 06:35:00,,Assigned,6,Friday,Early Morning,1
5879,City,275.0,Cancelled,2016-07-15 09:27:00,,Assigned,9,Friday,Early Morning,1
395,City,276.0,Cancelled,2016-07-11 08:32:00,,Assigned,8,Monday,Early Morning,1
495,City,276.0,Cancelled,2016-07-11 09:37:00,,Assigned,9,Monday,Early Morning,1
1228,City,276.0,Cancelled,2016-07-11 21:37:00,,Assigned,21,Monday,Night,1
1481,City,277.0,Cancelled,2016-07-12 05:24:00,,Assigned,5,Tuesday,Early Morning,1
1616,City,277.0,Cancelled,2016-07-12 06:54:00,,Assigned,6,Tuesday,Early Morning,1
1627,City,277.0,Cancelled,2016-07-12 07:02:00,,Assigned,7,Tuesday,Early Morning,1
1726,City,277.0,Cancelled,2016-07-12 08:25:00,,Assigned,8,Tuesday,Early Morning,1
2789,City,277.0,Cancelled,2016-07-13 04:50:00,,Assigned,4,Wednesday,Late Night,1
3552,Airport,277.0,Cancelled,2016-07-13 18:01:00,,Assigned,18,Wednesday,Evening,1
4130,City,277.0,Cancelled,2016-07-14 04:41:00,,Assigned,4,Thursday,Late Night,1
294,City,278.0,Cancelled,2016-07-11 07:12:00,,Assigned,7,Monday,Early Morning,1
315,City,278.0,Cancelled,2016-07-11 07:34:00,,Assigned,7,Monday,Early Morning,1
1718,City,278.0,Cancelled,2016-07-12 08:14:00,,Assigned,8,Tuesday,Early Morning,1
2122,City,278.0,Cancelled,2016-07-12 16:50:00,,Assigned,16,Tuesday,Afternoon,1
2387,City,278.0,Cancelled,2016-07-12 19:46:00,,Assigned,19,Tuesday,Evening,1
140,City,279.0,Cancelled,2016-07-11 05:17:00,,Assigned,5,Monday,Early Morning,1
505,City,279.0,Cancelled,2016-07-11 09:44:00,,Assigned,9,Monday,Early Morning,1
2950,City,279.0,Cancelled,2016-07-13 06:40:00,,Assigned,6,Wednesday,Early Morning,1
5800,City,279.0,Cancelled,2016-07-15 08:44:00,,Assigned,8,Friday,Early Morning,1
1877,City,280.0,Cancelled,2016-07-12 10:03:00,,Assigned,10,Tuesday,Morning,1
3437,City,280.0,Cancelled,2016-07-13 16:10:00,,Assigned,16,Wednesday,Afternoon,1
3820,Airport,280.0,Cancelled,2016-07-13 21:07:00,,Assigned,21,Wednesday,Night,1
5076,City,280.0,Cancelled,2016-07-14 19:38:00,,Assigned,19,Thursday,Evening,1
5660,City,280.0,Cancelled,2016-07-15 07:02:00,,Assigned,7,Friday,Early Morning,1
6242,Airport,280.0,Cancelled,2016-07-15 17:55:00,,Assigned,17,Friday,Evening,1
6321,Airport,280.0,Cancelled,2016-07-15 18:37:00,,Assigned,18,Friday,Evening,1
3086,City,281.0,Cancelled,2016-07-13 08:12:00,,Assigned,8,Wednesday,Early Morning,1
4538,City,281.0,Cancelled,2016-07-14 09:38:00,,Assigned,9,Thursday,Early Morning,1
1233,Airport,282.0,Cancelled,2016-07-11 21:38:00,,Assigned,21,Monday,Night,1
1883,City,282.0,Cancelled,2016-07-12 10:06:00,,Assigned,10,Tuesday,Morning,1
3233,City,282.0,Cancelled,2016-07-13 10:01:00,,Assigned,10,Wednesday,Morning,1
3237,City,282.0,Cancelled,2016-07-13 10:06:00,,Assigned,10,Wednesday,Morning,1
3577,Airport,282.0,Cancelled,2016-07-13 18:24:00,,Assigned,18,Wednesday,Evening,1
219,City,283.0,Cancelled,2016-07-11 06:15:00,,Assigned,6,Monday,Early Morning,1
493,City,283.0,Cancelled,2016-07-11 09:30:00,,Assigned,9,Monday,Early Morning,1
1575,City,283.0,Cancelled,2016-07-12 06:23:00,,Assigned,6,Tuesday,Early Morning,1
5631,City,283.0,Cancelled,2016-07-15 06:36:00,,Assigned,6,Friday,Early Morning,1
109,City,284.0,Cancelled,2016-07-11 05:01:00,,Assigned,5,Monday,Early Morning,1
299,City,284.0,Cancelled,2016-07-11 07:13:00,,Assigned,7,Monday,Early Morning,1
347,City,284.0,Cancelled,2016-07-11 07:51:00,,Assigned,7,Monday,Early Morning,1
538,City,284.0,Cancelled,2016-07-11 10:00:00,,Assigned,10,Monday,Morning,1
3250,City,284.0,Cancelled,2016-07-13 10:09:00,,Assigned,10,Wednesday,Morning,1
3983,City,284.0,Cancelled,2016-07-13 23:19:00,,Assigned,23,Wednesday,Night,1
2948,City,285.0,Cancelled,2016-07-13 06:39:00,,Assigned,6,Wednesday,Early Morning,1
2982,City,285.0,Cancelled,2016-07-13 07:04:00,,Assigned,7,Wednesday,Early Morning,1
3055,City,285.0,Cancelled,2016-07-13 07:48:00,,Assigned,7,Wednesday,Early Morning,1
3759,City,285.0,Cancelled,2016-07-13 20:34:00,,Assigned,20,Wednesday,Evening,1
4389,City,285.0,Cancelled,2016-07-14 07:56:00,,Assigned,7,Thursday,Early Morning,1
5949,City,285.0,Cancelled,2016-07-15 10:30:00,,Assigned,10,Friday,Morning,1
441,City,286.0,Cancelled,2016-07-11 09:05:00,,Assigned,9,Monday,Early Morning,1
1109,City,286.0,Cancelled,2016-07-11 20:23:00,,Assigned,20,Monday,Evening,1
1693,Airport,286.0,Cancelled,2016-07-12 07:50:00,,Assigned,7,Tuesday,Early Morning,1
3198,City,286.0,Cancelled,2016-07-13 09:39:00,,Assigned,9,Wednesday,Early Morning,1
4507,City,286.0,Cancelled,2016-07-14 09:09:00,,Assigned,9,Thursday,Early Morning,1
6058,City,286.0,Cancelled,2016-07-15 13:47:00,,Assigned,13,Friday,Afternoon,1
1630,City,287.0,Cancelled,2016-07-12 07:03:00,,Assigned,7,Tuesday,Early Morning,1
3451,Airport,287.0,Cancelled,2016-07-13 16:53:00,,Assigned,16,Wednesday,Afternoon,1
3839,Airport,287.0,Cancelled,2016-07-13 21:28:00,,Assigned,21,Wednesday,Night,1
4258,City,287.0,Cancelled,2016-07-14 06:12:00,,Assigned,6,Thursday,Early Morning,1
4677,Airport,287.0,Cancelled,2016-07-14 12:45:00,,Assigned,12,Thursday,Afternoon,1
5603,City,287.0,Cancelled,2016-07-15 06:08:00,,Assigned,6,Friday,Early Morning,1
186,City,288.0,Cancelled,2016-07-11 05:48:00,,Assigned,5,Monday,Early Morning,1
2094,Airport,288.0,Cancelled,2016-07-12 15:51:00,,Assigned,15,Tuesday,Afternoon,1
4354,City,288.0,Cancelled,2016-07-14 07:26:00,,Assigned,7,Thursday,Early Morning,1
340,City,289.0,Cancelled,2016-07-11 07:51:00,,Assigned,7,Monday,Early Morning,1
5499,City,289.0,Cancelled,2016-07-15 05:07:00,,Assigned,5,Friday,Early Morning,1
151,City,290.0,Cancelled,2016-07-11 05:27:00,,Assigned,5,Monday,Early Morning,1
316,City,290.0,Cancelled,2016-07-11 07:26:00,,Assigned,7,Monday,Early Morning,1
561,City,290.0,Cancelled,2016-07-11 10:10:00,,Assigned,10,Monday,Morning,1
1582,City,290.0,Cancelled,2016-07-12 06:23:00,,Assigned,6,Tuesday,Early Morning,1
1871,City,290.0,Cancelled,2016-07-12 10:04:00,,Assigned,10,Tuesday,Morning,1
4213,City,290.0,Cancelled,2016-07-14 05:39:00,,Assigned,5,Thursday,Early Morning,1
5801,City,290.0,Cancelled,2016-07-15 08:40:00,,Assigned,8,Friday,Early Morning,1
144,City,291.0,Cancelled,2016-07-11 05:24:00,,Assigned,5,Monday,Early Morning,1
1383,City,291.0,Cancelled,2016-07-12 01:12:00,,Assigned,1,Tuesday,Late Night,1
3216,City,291.0,Cancelled,2016-07-13 09:50:00,,Assigned,9,Wednesday,Early Morning,1
184,City,292.0,Cancelled,2016-07-11 05:49:00,,Assigned,5,Monday,Early Morning,1
4435,City,292.0,Cancelled,2016-07-14 08:25:00,,Assigned,8,Thursday,Early Morning,1
5623,City,292.0,Cancelled,2016-07-15 06:27:00,,Assigned,6,Friday,Early Morning,1
2837,City,293.0,Cancelled,2016-07-13 05:19:00,,Assigned,5,Wednesday,Early Morning,1
5812,City,293.0,Cancelled,2016-07-15 08:44:00,,Assigned,8,Friday,Early Morning,1
407,City,294.0,Cancelled,2016-07-11 08:33:00,,Assigned,8,Monday,Early Morning,1
486,City,294.0,Cancelled,2016-07-11 09:29:00,,Assigned,9,Monday,Early Morning,1
4489,City,294.0,Cancelled,2016-07-14 08:53:00,,Assigned,8,Thursday,Early Morning,1
1251,City,295.0,Cancelled,2016-07-11 21:47:00,,Assigned,21,Monday,Night,1
2875,City,295.0,Cancelled,2016-07-13 05:54:00,,Assigned,5,Wednesday,Early Morning,1
3104,City,295.0,Cancelled,2016-07-13 08:25:00,,Assigned,8,Wednesday,Early Morning,1
3909,City,295.0,Cancelled,2016-07-13 22:13:00,,Assigned,22,Wednesday,Night,1
4338,City,295.0,Cancelled,2016-07-14 07:20:00,,Assigned,7,Thursday,Early Morning,1
4479,City,295.0,Cancelled,2016-07-14 08:41:00,,Assigned,8,Thursday,Early Morning,1
3187,City,296.0,Cancelled,2016-07-13 09:31:00,,Assigned,9,Wednesday,Early Morning,1
4251,City,296.0,Cancelled,2016-07-14 05:55:00,,Assigned,5,Thursday,Early Morning,1
5514,City,296.0,Cancelled,2016-07-15 05:08:00,,Assigned,5,Friday,Early Morning,1
5690,City,296.0,Cancelled,2016-07-15 07:20:00,,Assigned,7,Friday,Early Morning,1
295,Airport,297.0,Cancelled,2016-07-11 07:10:00,,Assigned,7,Monday,Early Morning,1
1487,City,297.0,Cancelled,2016-07-12 05:23:00,,Assigned,5,Tuesday,Early Morning,1
5515,City,297.0,Cancelled,2016-07-15 05:13:00,,Assigned,5,Friday,Early Morning,1
5535,City,297.0,Cancelled,2016-07-15 05:19:00,,Assigned,5,Friday,Early Morning,1
284,City,298.0,Cancelled,2016-07-11 07:05:00,,Assigned,7,Monday,Early Morning,1
2966,City,298.0,Cancelled,2016-07-13 06:54:00,,Assigned,6,Wednesday,Early Morning,1
3120,City,298.0,Cancelled,2016-07-13 08:32:00,,Assigned,8,Wednesday,Early Morning,1
4552,City,298.0,Cancelled,2016-07-14 09:40:00,,Assigned,9,Thursday,Early Morning,1
758,City,299.0,Cancelled,2016-07-11 16:06:00,,Assigned,16,Monday,Afternoon,1
1641,City,299.0,Cancelled,2016-07-12 07:20:00,,Assigned,7,Tuesday,Early Morning,1
4158,City,299.0,Cancelled,2016-07-14 05:03:00,,Assigned,5,Thursday,Early Morning,1
4164,City,299.0,Cancelled,2016-07-14 05:06:00,,Assigned,5,Thursday,Early Morning,1
4448,City,299.0,Cancelled,2016-07-14 08:30:00,,Assigned,8,Thursday,Early Morning,1
4225,City,300.0,Cancelled,2016-07-14 05:46:00,,Assigned,5,Thursday,Early Morning,1
1362,City,,No Cars Available,2016-07-11 00:02:00,,Unassigned,0,Monday,Late Night,0
1364,City,,No Cars Available,2016-07-11 00:06:00,,Unassigned,0,Monday,Late Night,0
1366,City,,No Cars Available,2016-07-11 00:09:00,,Unassigned,0,Monday,Late Night,0
2,Airport,,No Cars Available,2016-07-11 00:23:00,,Unassigned,0,Monday,Late Night,0
7,Airport,,No Cars Available,2016-07-11 00:30:00,,Unassigned,0,Monday,Late Night,0
6,City,,No Cars Available,2016-07-11 00:36:00,,Unassigned,0,Monday,Late Night,0
4,City,,No Cars Available,2016-07-11 00:37:00,,Unassigned,0,Monday,Late Night,0
8,City,,No Cars Available,2016-07-11 00:40:00,,Unassigned,0,Monday,Late Night,0
12,City,,No Cars Available,2016-07-11 01:08:00,,Unassigned,1,Monday,Late Night,0
16,Airport,,No Cars Available,2016-07-11 01:09:00,,Unassigned,1,Monday,Late Night,0
14,Airport,,No Cars Available,2016-07-11 01:10:00,,Unassigned,1,Monday,Late Night,0
19,City,,No Cars Available,2016-07-11 01:14:00,,Unassigned,1,Monday,Late Night,0
15,City,,No Cars Available,2016-07-11 01:15:00,,Unassigned,1,Monday,Late Night,0
17,Airport,,No Cars Available,2016-07-11 01:16:00,,Unassigned,1,Monday,Late Night,0
20,Airport,,No Cars Available,2016-07-11 01:23:00,,Unassigned,1,Monday,Late Night,0
23,City,,No Cars Available,2016-07-11 01:38:00,,Unassigned,1,Monday,Late Night,0
22,Airport,,No Cars Available,2016-07-11 01:40:00,,Unassigned,1,Monday,Late Night,0
25,Airport,,No Cars Available,2016-07-11 01:45:00,,Unassigned,1,Monday,Late Night,0
24,Airport,,No Cars Available,2016-07-11 01:48:00,,Unassigned,1,Monday,Late Night,0
27,Airport,,No Cars Available,2016-07-11 01:49:00,,Unassigned,1,Monday,Late Night,0
26,Airport,,No Cars Available,2016-07-11 01:49:00,,Unassigned,1,Monday,Late Night,0
29,City,,No Cars Available,2016-07-11 01:55:00,,Unassigned,1,Monday,Late Night,0
28,City,,No Cars Available,2016-07-11 02:02:00,,Unassigned,2,Monday,Late Night,0
31,City,,No Cars Available,2016-07-11 02:10:00,,Unassigned,2,Monday,Late Night,0
32,Airport,,No Cars Available,2016-07-11 02:15:00,,Unassigned,2,Monday,Late Night,0
36,City,,No Cars Available,2016-07-11 02:33:00,,Unassigned,2,Monday,Late Night,0
37,Airport,,No Cars Available,2016-07-11 02:34:00,,Unassigned,2,Monday,Late Night,0
38,City,,No Cars Available,2016-07-11 02:39:00,,Unassigned,2,Monday,Late Night,0
40,Airport,,No Cars Available,2016-07-11 02:42:00,,Unassigned,2,Monday,Late Night,0
39,Airport,,No Cars Available,2016-07-11 02:48:00,,Unassigned,2,Monday,Late Night,0
42,Airport,,No Cars Available,2016-07-11 02:55:00,,Unassigned,2,Monday,Late Night,0
43,City,,No Cars Available,2016-07-11 03:06:00,,Unassigned,3,Monday,Late Night,0
44,Airport,,No Cars Available,2016-07-11 03:07:00,,Unassigned,3,Monday,Late Night,0
46,Airport,,No Cars Available,2016-07-11 03:16:00,,Unassigned,3,Monday,Late Night,0
49,Airport,,No Cars Available,2016-07-11 03:29:00,,Unassigned,3,Monday,Late Night,0
52,City,,No Cars Available,2016-07-11 03:30:00,,Unassigned,3,Monday,Late Night,0
54,City,,No Cars Available,2016-07-11 03:34:00,,Unassigned,3,Monday,Late Night,0
55,Airport,,No Cars Available,2016-07-11 03:41:00,,Unassigned,3,Monday,Late Night,0
57,City,,No Cars Available,2016-07-11 03:52:00,,Unassigned,3,Monday,Late Night,0
59,City,,No Cars Available,2016-07-11 03:58:00,,Unassigned,3,Monday,Late Night,0
56,City,,No Cars Available,2016-07-11 03:58:00,,Unassigned,3,Monday,Late Night,0
58,Airport,,No Cars Available,2016-07-11 04:03:00,,Unassigned,4,Monday,Late Night,0
61,Airport,,No Cars Available,2016-07-11 04:05:00,,Unassigned,4,Monday,Late Night,0
62,Airport,,No Cars Available,2016-07-11 04:10:00,,Unassigned,4,Monday,Late Night,0
63,Airport,,No Cars Available,2016-07-11 04:17:00,,Unassigned,4,Monday,Late Night,0
65,Airport,,No Cars Available,2016-07-11 04:23:00,,Unassigned,4,Monday,Late Night,0
67,Airport,,No Cars Available,2016-07-11 04:24:00,,Unassigned,4,Monday,Late Night,0
69,Airport,,No Cars Available,2016-07-11 04:27:00,,Unassigned,4,Monday,Late Night,0
68,Airport,,No Cars Available,2016-07-11 04:27:00,,Unassigned,4,Monday,Late Night,0
72,City,,No Cars Available,2016-07-11 04:36:00,,Unassigned,4,Monday,Late Night,0
73,Airport,,No Cars Available,2016-07-11 04:36:00,,Unassigned,4,Monday,Late Night,0
71,City,,No Cars Available,2016-07-11 04:37:00,,Unassigned,4,Monday,Late Night,0
75,Airport,,No Cars Available,2016-07-11 04:40:00,,Unassigned,4,Monday,Late Night,0
79,City,,No Cars Available,2016-07-11 04:43:00,,Unassigned,4,Monday,Late Night,0
83,City,,No Cars Available,2016-07-11 04:44:00,,Unassigned,4,Monday,Late Night,0
78,City,,No Cars Available,2016-07-11 04:45:00,,Unassigned,4,Monday,Late Night,0
104,City,,No Cars Available,2016-07-11 05:00:00,,Unassigned,5,Monday,Early Morning,0
103,City,,No Cars Available,2016-07-11 05:02:00,,Unassigned,5,Monday,Early Morning,0
131,City,,No Cars Available,2016-07-11 05:10:00,,Unassigned,5,Monday,Early Morning,0
124,City,,No Cars Available,2016-07-11 05:12:00,,Unassigned,5,Monday,Early Morning,0
117,City,,No Cars Available,2016-07-11 05:13:00,,Unassigned,5,Monday,Early Morning,0
137,City,,No Cars Available,2016-07-11 05:17:00,,Unassigned,5,Monday,Early Morning,0
136,City,,No Cars Available,2016-07-11 05:19:00,,Unassigned,5,Monday,Early Morning,0
135,City,,No Cars Available,2016-07-11 05:20:00,,Unassigned,5,Monday,Early Morning,0
138,City,,No Cars Available,2016-07-11 05:20:00,,Unassigned,5,Monday,Early Morning,0
154,City,,No Cars Available,2016-07-11 05:31:00,,Unassigned,5,Monday,Early Morning,0
153,City,,No Cars Available,2016-07-11 05:33:00,,Unassigned,5,Monday,Early Morning,0
171,City,,No Cars Available,2016-07-11 05:39:00,,Unassigned,5,Monday,Early Morning,0
167,City,,No Cars Available,2016-07-11 05:40:00,,Unassigned,5,Monday,Early Morning,0
159,City,,No Cars Available,2016-07-11 05:43:00,,Unassigned,5,Monday,Early Morning,0
178,City,,No Cars Available,2016-07-11 05:47:00,,Unassigned,5,Monday,Early Morning,0
179,City,,No Cars Available,2016-07-11 05:49:00,,Unassigned,5,Monday,Early Morning,0
190,City,,No Cars Available,2016-07-11 05:53:00,,Unassigned,5,Monday,Early Morning,0
189,City,,No Cars Available,2016-07-11 05:58:00,,Unassigned,5,Monday,Early Morning,0
208,Airport,,No Cars Available,2016-07-11 06:05:00,,Unassigned,6,Monday,Early Morning,0
194,City,,No Cars Available,2016-07-11 06:05:00,,Unassigned,6,Monday,Early Morning,0
207,City,,No Cars Available,2016-07-11 06:06:00,,Unassigned,6,Monday,Early Morning,0
199,City,,No Cars Available,2016-07-11 06:07:00,,Unassigned,6,Monday,Early Morning,0
203,City,,No Cars Available,2016-07-11 06:07:00,,Unassigned,6,Monday,Early Morning,0
221,City,,No Cars Available,2016-07-11 06:16:00,,Unassigned,6,Monday,Early Morning,0
226,City,,No Cars Available,2016-07-11 06:21:00,,Unassigned,6,Monday,Early Morning,0
228,City,,No Cars Available,2016-07-11 06:24:00,,Unassigned,6,Monday,Early Morning,0
231,City,,No Cars Available,2016-07-11 06:26:00,,Unassigned,6,Monday,Early Morning,0
230,City,,No Cars Available,2016-07-11 06:27:00,,Unassigned,6,Monday,Early Morning,0
254,City,,No Cars Available,2016-07-11 06:40:00,,Unassigned,6,Monday,Early Morning,0
263,City,,No Cars Available,2016-07-11 06:44:00,,Unassigned,6,Monday,Early Morning,0
255,City,,No Cars Available,2016-07-11 06:44:00,,Unassigned,6,Monday,Early Morning,0
259,City,,No Cars Available,2016-07-11 06:46:00,,Unassigned,6,Monday,Early Morning,0
266,City,,No Cars Available,2016-07-11 06:47:00,,Unassigned,6,Monday,Early Morning,0
274,City,,No Cars Available,2016-07-11 06:50:00,,Unassigned,6,Monday,Early Morning,0
272,City,,No Cars Available,2016-07-11 06:50:00,,Unassigned,6,Monday,Early Morning,0
287,City,,No Cars Available,2016-07-11 07:05:00,,Unassigned,7,Monday,Early Morning,0
288,City,,No Cars Available,2016-07-11 07:05:00,,Unassigned,7,Monday,Early Morning,0
300,City,,No Cars Available,2016-07-11 07:13:00,,Unassigned,7,Monday,Early Morning,0
331,City,,No Cars Available,2016-07-11 07:47:00,,Unassigned,7,Monday,Early Morning,0
337,City,,No Cars Available,2016-07-11 07:50:00,,Unassigned,7,Monday,Early Morning,0
342,City,,No Cars Available,2016-07-11 07:51:00,,Unassigned,7,Monday,Early Morning,0
349,City,,No Cars Available,2016-07-11 07:51:00,,Unassigned,7,Monday,Early Morning,0
344,City,,No Cars Available,2016-07-11 07:52:00,,Unassigned,7,Monday,Early Morning,0
348,City,,No Cars Available,2016-07-11 07:54:00,,Unassigned,7,Monday,Early Morning,0
359,City,,No Cars Available,2016-07-11 07:58:00,,Unassigned,7,Monday,Early Morning,0
367,City,,No Cars Available,2016-07-11 08:03:00,,Unassigned,8,Monday,Early Morning,0
356,City,,No Cars Available,2016-07-11 08:03:00,,Unassigned,8,Monday,Early Morning,0
